Timestamp,Latitude,Longitude,Speed,Road Type,Vehicle Type,Vehicle Count,Congestion Score
2025-01-04 07:00:00,12.923173811905027,77.68999223679005,11,Main Road,Car,44,7.333333333333333
2025-01-04 08:00:00,13.072620685175119,77.65726900288311,31,Highway,Car,81,2.53125
2025-01-04 09:00:00,13.024659625365512,77.51788220046245,66,Service Road,Bike,109,4.880597014925373
2025-01-04 10:00:00,12.96617960497053,77.58351615515699,75,Service Road,Bike,122,4.815789473684211
2025-01-04 11:00:00,12.912711670057204,77.67582366151244,83,Highway,Bike,46,0.5476190476190477
2025-01-04 12:00:00,12.962196464343133,77.68894640445828,25,Main Road,Car,51,3.923076923076923
2025-01-04 13:00:00,12.96503666440535,77.59348030224997,60,Main Road,Bike,169,5.540983606557377
2025-01-04 14:00:00,13.045921235667613,77.62268227784215,48,Main Road,Truck,26,1.0612244897959184
2025-01-04 15:00:00,13.027511494271042,77.53340678921842,95,Highway,Bike,189,1.96875
2025-01-04 16:00:00,13.077442548515265,77.6982337252274,85,Main Road,Truck,111,2.5813953488372094
2025-01-04 17:00:00,12.99444298503239,77.54633434027669,97,Highway,Bike,31,0.3163265306122449
2025-01-04 18:00:00,12.923918849187661,77.68854635482703,49,Highway,Car,45,0.9
2025-01-04 19:00:00,13.042648957444598,77.62992932979847,47,Service Road,Bike,84,5.25
2025-01-04 20:00:00,13.052157009723379,77.62154735897577,69,Main Road,Truck,166,4.742857142857143
2025-01-04 21:00:00,13.012255439513899,77.6025377022033,68,Highway,Truck,164,2.3768115942028984
2025-01-04 22:00:00,13.054193435990912,77.54613396234355,19,Main Road,Bike,93,9.3
2025-01-04 23:00:00,12.998759119272878,77.5353056064011,73,Main Road,Truck,70,1.8918918918918919
2025-01-05 00:00:00,13.0045465658764,77.54409724181403,72,Service Road,Truck,16,0.6575342465753424
2025-01-05 01:00:00,12.98550820367171,77.53728765242884,58,Main Road,Car,172,5.830508474576271
2025-01-05 02:00:00,12.90508382534882,77.65591689471336,73,Service Road,Bike,77,3.121621621621622
2025-01-05 03:00:00,12.921578285398661,77.57002505183334,41,Highway,Bike,80,1.9047619047619047
2025-01-05 04:00:00,12.906285837137347,77.51156853531268,16,Main Road,Bike,94,11.058823529411764
2025-01-05 05:00:00,13.027282082252755,77.69382052602816,30,Highway,Truck,14,0.45161290322580644
2025-01-05 06:00:00,12.962871196215266,77.6767571769927,29,Main Road,Bike,100,6.666666666666667
2025-01-05 07:00:00,13.001714138232941,77.68555045663905,35,Highway,Bike,180,5.0
2025-01-05 08:00:00,13.081513294785218,77.69898156452929,77,Main Road,Car,24,0.6153846153846154
2025-01-05 09:00:00,12.949858445829776,77.53477904984389,95,Main Road,Car,43,0.8958333333333334
2025-01-05 10:00:00,12.982076584607126,77.57924840378054,24,Main Road,Car,64,5.12
2025-01-05 11:00:00,13.051110227708609,77.65164769514082,94,Main Road,Truck,70,1.4736842105263157
2025-01-05 12:00:00,12.945759633098325,77.63920412361077,88,Main Road,Bike,69,1.550561797752809
2025-01-05 13:00:00,12.915395981965759,77.53077918126797,95,Main Road,Car,183,3.8125
2025-01-05 14:00:00,12.957950290582755,77.66316662499813,23,Main Road,Car,128,10.666666666666666
2025-01-05 15:00:00,12.932244257450801,77.54488811436734,36,Main Road,Car,168,9.08108108108108
2025-01-05 16:00:00,13.085939530468515,77.54476352296453,49,Main Road,Bike,156,6.24
2025-01-05 17:00:00,13.061624075912883,77.60739488457868,67,Highway,Bike,159,2.338235294117647
2025-01-05 18:00:00,13.026680751302084,77.61858798696834,37,Service Road,Bike,134,10.578947368421051
2025-01-05 19:00:00,13.074292118037544,77.61601724156756,35,Main Road,Truck,163,9.055555555555555
2025-01-05 20:00:00,13.060734415379823,77.51829736747955,72,Service Road,Truck,61,2.506849315068493
2025-01-05 21:00:00,12.937314011777207,77.67549217252608,75,Main Road,Car,82,2.1578947368421053
2025-01-05 22:00:00,13.078511799697996,77.55312000851774,34,Main Road,Bike,198,11.314285714285715
2025-01-05 23:00:00,13.00786844838313,77.52590298425656,12,Highway,Car,33,2.5384615384615383
2025-01-06 00:00:00,13.061488031032813,77.6777496159738,81,Highway,Bike,19,0.23170731707317074
2025-01-06 01:00:00,13.079218259984698,77.69113029964595,53,Service Road,Bike,16,0.8888888888888888
2025-01-06 02:00:00,12.963600694994373,77.67242552345309,51,Highway,Bike,105,2.019230769230769
2025-01-06 03:00:00,12.922010384905535,77.66190321494497,15,Highway,Truck,160,10.0
2025-01-06 04:00:00,12.945587032508389,77.63104839612781,48,Service Road,Truck,88,5.387755102040816
2025-01-06 05:00:00,12.985421557725251,77.61017147412183,61,Highway,Bike,129,2.0806451612903225
2025-01-06 06:00:00,13.063602953184498,77.51739735198228,32,Main Road,Car,107,6.484848484848484
2025-01-06 07:00:00,13.072146116651268,77.58169064261413,98,Service Road,Bike,28,0.8484848484848484
2025-01-06 08:00:00,12.90139042610624,77.57453770340247,59,Service Road,Bike,153,7.6499999999999995
2025-01-06 09:00:00,13.002149460515513,77.55195075675206,52,Main Road,Car,142,5.3584905660377355
2025-01-06 10:00:00,12.983482200629755,77.64468402273772,28,Highway,Bike,114,3.9310344827586206
2025-01-06 11:00:00,12.944421562094146,77.59917514701576,78,Service Road,Car,82,3.113924050632911
2025-01-06 12:00:00,12.923973073466737,77.51620924318154,60,Service Road,Truck,105,5.163934426229508
2025-01-06 13:00:00,12.967523034280726,77.54403664038996,20,Main Road,Truck,150,14.285714285714286
2025-01-06 14:00:00,13.088581940782504,77.63665175273192,21,Main Road,Car,146,13.272727272727273
2025-01-06 15:00:00,12.964640586404151,77.51522617189806,83,Highway,Truck,166,1.9761904761904763
2025-01-06 16:00:00,13.003758124348673,77.67024138280975,17,Service Road,Truck,132,22.0
2025-01-06 17:00:00,13.040603791779036,77.5990293054028,33,Highway,Car,62,1.8235294117647058
2025-01-06 18:00:00,12.97272592047586,77.59611731546534,50,Highway,Truck,80,1.5686274509803921
2025-01-06 19:00:00,13.094356416544192,77.61848155693191,45,Main Road,Bike,154,6.695652173913044
2025-01-06 20:00:00,13.092489458988421,77.66493619318503,94,Service Road,Bike,40,1.263157894736842
2025-01-06 21:00:00,12.950356459165073,77.56956184158044,81,Service Road,Car,177,6.475609756097562
2025-01-06 22:00:00,12.999449701178477,77.63560323051182,64,Service Road,Truck,168,7.753846153846155
2025-01-06 23:00:00,12.960175661963355,77.61314639279917,18,Main Road,Bike,26,2.736842105263158
2025-01-07 00:00:00,12.956968098875494,77.55340565403388,56,Main Road,Bike,131,4.5964912280701755
2025-01-07 01:00:00,12.907377389470907,77.67572599727103,24,Main Road,Truck,84,6.72
2025-01-07 02:00:00,13.02191286679598,77.65948520432138,57,Main Road,Truck,193,6.655172413793103
2025-01-07 03:00:00,13.000535804645772,77.63169036693169,91,Main Road,Bike,104,2.260869565217391
2025-01-07 04:00:00,12.910295750249999,77.67011634581885,51,Service Road,Bike,188,10.846153846153847
2025-01-07 05:00:00,12.955729292847323,77.67345884019197,69,Highway,Car,100,1.4285714285714286
2025-01-07 06:00:00,13.081653177193331,77.64167259534301,93,Service Road,Car,165,5.26595744680851
2025-01-07 07:00:00,12.947912378133395,77.66740266567274,79,Highway,Bike,177,2.2125
2025-01-07 08:00:00,12.928978974418245,77.63949429233386,21,Main Road,Car,168,15.272727272727273
2025-01-07 09:00:00,12.997890552055512,77.63602815435206,11,Highway,Bike,152,12.666666666666666
2025-01-07 10:00:00,13.09713009082212,77.62372227564303,16,Service Road,Bike,22,3.882352941176471
2025-01-07 11:00:00,12.9484110543023,77.65054332791154,89,Service Road,Car,42,1.4
2025-01-07 12:00:00,13.034427109481175,77.53172102105862,12,Highway,Car,199,15.307692307692308
2025-01-07 13:00:00,13.052323923065744,77.67617415183979,12,Main Road,Truck,155,23.846153846153847
2025-01-07 14:00:00,12.94752750879848,77.67436870554904,36,Main Road,Truck,113,6.108108108108108
2025-01-07 15:00:00,13.045643269722373,77.50584945660691,49,Service Road,Truck,127,7.62
2025-01-07 16:00:00,12.97355662654385,77.66516335011295,42,Highway,Bike,148,3.441860465116279
2025-01-07 17:00:00,13.026461166118716,77.5257739734947,10,Main Road,Car,191,34.72727272727273
2025-01-07 18:00:00,13.026705942152178,77.56702377085183,17,Main Road,Bike,153,17.0
2025-01-07 19:00:00,13.00715493681495,77.64870165125832,41,Service Road,Car,108,7.714285714285715
2025-01-07 20:00:00,12.918057954010882,77.53215197920966,57,Main Road,Bike,144,4.9655172413793105
2025-01-07 21:00:00,13.067060499117847,77.66359340482381,13,Highway,Truck,148,10.571428571428571
2025-01-07 22:00:00,12.964156012994348,77.66642683559155,79,Service Road,Truck,85,3.1875
2025-01-07 23:00:00,12.937303702079971,77.60149354675217,28,Service Road,Truck,91,9.413793103448276
2025-01-08 00:00:00,12.908155028310953,77.50127717434337,41,Highway,Bike,146,3.4761904761904763
2025-01-08 01:00:00,13.018178588637648,77.55740762663498,18,Service Road,Car,65,10.263157894736842
2025-01-08 02:00:00,13.035512872368457,77.62338538367516,21,Main Road,Car,50,4.545454545454546
2025-01-08 03:00:00,12.90331756578557,77.6962372356055,20,Main Road,Truck,36,3.4285714285714284
2025-01-08 04:00:00,13.002418611659856,77.62636270540334,55,Highway,Truck,19,0.3392857142857143
2025-01-08 05:00:00,12.945299155039589,77.55196071621283,25,Main Road,Truck,48,3.6923076923076925
2025-01-08 06:00:00,13.02903455808189,77.62680114061992,10,Highway,Truck,149,13.545454545454545
2025-01-08 07:00:00,12.934873285800998,77.60799707594317,72,Highway,Car,173,2.3698630136986303
2025-01-08 08:00:00,13.038187547620494,77.65596907903023,30,Main Road,Bike,58,3.7419354838709675
2025-01-08 09:00:00,12.977347069260107,77.52139612776539,39,Highway,Bike,48,1.2
2025-01-08 10:00:00,13.087345997747347,77.65220558050041,22,Main Road,Bike,102,8.869565217391305
2025-01-08 11:00:00,12.927504188829198,77.60825331573523,43,Service Road,Bike,9,0.6136363636363636
2025-01-08 12:00:00,12.968213270210052,77.6925984007718,13,Service Road,Truck,113,24.214285714285715
2025-01-08 13:00:00,12.922694704248118,77.56837443320774,37,Highway,Truck,31,0.8157894736842105
2025-01-08 14:00:00,13.084938723655712,77.6265243786268,68,Main Road,Truck,120,3.4782608695652173
2025-01-08 15:00:00,13.075467870676196,77.68640562110201,36,Main Road,Bike,91,4.918918918918919
2025-01-08 16:00:00,12.951588325543032,77.52050194559814,78,Service Road,Truck,108,4.10126582278481
2025-01-08 17:00:00,13.031996809206836,77.68744569744729,34,Service Road,Truck,127,10.885714285714286
2025-01-08 18:00:00,13.063444440040243,77.63757714446017,12,Main Road,Car,83,12.76923076923077
2025-01-08 19:00:00,13.011040162319892,77.51356741182103,77,Highway,Car,47,0.6025641025641025
2025-01-08 20:00:00,13.005930115671202,77.56019271338937,34,Service Road,Truck,101,8.657142857142857
2025-01-08 21:00:00,12.94837045818009,77.64163441772907,29,Highway,Car,35,1.1666666666666667
2025-01-08 22:00:00,12.91862055356118,77.51347012029376,43,Highway,Car,103,2.340909090909091
2025-01-08 23:00:00,13.079443151590665,77.61643409203526,35,Service Road,Truck,21,1.75
2025-01-09 00:00:00,13.080083611432666,77.56917661139059,14,Highway,Truck,87,5.8
2025-01-09 01:00:00,13.026620291454654,77.62418310355349,70,Highway,Truck,114,1.6056338028169015
2025-01-09 02:00:00,12.967805958209741,77.5091484067625,18,Main Road,Truck,186,19.57894736842105
2025-01-09 03:00:00,12.969841914922533,77.67430736123048,59,Highway,Bike,194,3.2333333333333334
2025-01-09 04:00:00,13.045191135774047,77.69469779383549,15,Main Road,Bike,36,4.5
2025-01-09 05:00:00,13.079422051990516,77.69377557105715,92,Service Road,Truck,172,5.548387096774193
2025-01-09 06:00:00,13.077417284853023,77.64993036634858,69,Service Road,Car,145,6.214285714285715
2025-01-09 07:00:00,13.055975109171525,77.52601724802612,53,Main Road,Truck,39,1.4444444444444444
2025-01-09 08:00:00,13.028406329230858,77.65165263918581,20,Service Road,Truck,137,19.57142857142857
2025-01-09 09:00:00,12.91682799299901,77.50491738329175,75,Highway,Car,33,0.4342105263157895
2025-01-09 10:00:00,12.932325742818923,77.5044247103058,56,Highway,Bike,74,1.2982456140350878
2025-01-09 11:00:00,13.079710837705415,77.5647220438299,82,Highway,Truck,157,1.891566265060241
2025-01-09 12:00:00,13.021285811931918,77.59772863808094,94,Service Road,Truck,99,3.1263157894736837
2025-01-09 13:00:00,12.901839410323326,77.65408148356155,97,Highway,Bike,26,0.2653061224489796
2025-01-09 14:00:00,12.920294308573206,77.6366590753213,95,Service Road,Bike,198,6.1875
2025-01-09 15:00:00,13.03270035382161,77.58918054127535,12,Highway,Car,177,13.615384615384615
2025-01-09 16:00:00,12.901012316769243,77.55472533325633,85,Main Road,Bike,73,1.697674418604651
2025-01-09 17:00:00,12.9321616102835,77.69942490003154,39,Service Road,Bike,93,6.9750000000000005
2025-01-09 18:00:00,13.009746757873318,77.58523626044719,99,Service Road,Bike,76,2.2800000000000002
2025-01-09 19:00:00,13.038379039538539,77.59027740486593,30,Highway,Car,133,4.290322580645161
2025-01-09 20:00:00,13.03039225190052,77.53272476423834,37,Service Road,Bike,176,13.894736842105264
2025-01-09 21:00:00,12.944853861892112,77.65896190974999,99,Service Road,Bike,91,2.73
2025-01-09 22:00:00,13.042435844269507,77.6387364451563,71,Main Road,Car,100,2.7777777777777777
2025-01-09 23:00:00,12.94744981749936,77.54415392255775,42,Main Road,Bike,79,3.6744186046511627
2025-01-10 00:00:00,12.965079939631854,77.51647620912317,94,Highway,Bike,171,1.8
2025-01-10 01:00:00,13.049298281023605,77.63609986041494,44,Main Road,Car,58,2.577777777777778
2025-01-10 02:00:00,13.029926579809443,77.63090224285622,61,Highway,Truck,92,1.4838709677419355
2025-01-10 03:00:00,13.069844682098836,77.55465190539964,43,Highway,Car,161,3.659090909090909
2025-01-10 04:00:00,13.031522578460068,77.69017271245008,50,Highway,Bike,58,1.1372549019607843
2025-01-10 05:00:00,13.013661720667095,77.53021157835619,60,Service Road,Bike,20,0.9836065573770492
2025-01-10 06:00:00,12.918734953565618,77.58646696020853,56,Main Road,Bike,103,3.6140350877192984
2025-01-10 07:00:00,12.973543160611888,77.68872318403352,91,Highway,Car,24,0.2608695652173913
2025-01-10 08:00:00,12.953040473536346,77.58394546338522,67,Main Road,Bike,50,1.4705882352941178
2025-01-10 09:00:00,12.948797928675816,77.62770518953282,84,Highway,Bike,199,2.3411764705882354
2025-01-10 10:00:00,13.094602110950488,77.57951887959256,66,Main Road,Car,197,5.880597014925373
2025-01-10 11:00:00,12.978619544933352,77.55484304046973,32,Main Road,Truck,131,7.9393939393939394
2025-01-10 12:00:00,13.078409311035422,77.69679552959197,57,Highway,Truck,62,1.0689655172413792
2025-01-10 13:00:00,13.026227725199453,77.581866801263,31,Service Road,Bike,185,17.34375
2025-01-10 14:00:00,13.058962260708329,77.67881984073583,26,Main Road,Car,115,8.518518518518519
2025-01-10 15:00:00,13.000527418621038,77.54599092117822,78,Service Road,Bike,133,5.050632911392405
2025-01-10 16:00:00,13.015380776925271,77.54262094080502,20,Service Road,Car,85,12.142857142857142
2025-01-10 17:00:00,12.998503538763773,77.5062268165769,24,Highway,Car,198,7.92
2025-01-10 18:00:00,12.939048597559609,77.63033336507517,44,Highway,Truck,161,3.577777777777778
2025-01-10 19:00:00,13.0444904230523,77.57370526874476,42,Highway,Truck,88,2.046511627906977
2025-01-10 20:00:00,12.956154472488171,77.67287164996793,93,Main Road,Car,74,1.574468085106383
2025-01-10 21:00:00,12.90486319328629,77.59464198133831,25,Highway,Bike,12,0.46153846153846156
2025-01-10 22:00:00,13.029094459181433,77.69363868558295,43,Highway,Truck,33,0.75
2025-01-10 23:00:00,12.93542213588141,77.53710510314062,75,Main Road,Bike,116,3.0526315789473686
2025-01-11 00:00:00,13.088091716870583,77.67372463359112,49,Main Road,Truck,183,7.32
2025-01-11 01:00:00,13.090785715400518,77.65531937055835,37,Highway,Truck,165,4.342105263157895
2025-01-11 02:00:00,13.082972878044089,77.65418436892881,56,Highway,Bike,135,2.3684210526315788
2025-01-11 03:00:00,12.974031740051089,77.66895664562338,48,Highway,Truck,192,3.9183673469387754
2025-01-11 04:00:00,12.903091323305773,77.6522047981886,79,Highway,Truck,167,2.0875
2025-01-11 05:00:00,13.085663712517544,77.62524406432628,82,Service Road,Bike,112,4.048192771084337
2025-01-11 06:00:00,12.985636829663463,77.52624897553648,29,Service Road,Truck,113,11.3
2025-01-11 07:00:00,13.093330963808734,77.50650523589825,10,Highway,Truck,24,2.1818181818181817
2025-01-11 08:00:00,13.09272399541785,77.68416956956314,81,Service Road,Truck,77,2.817073170731707
2025-01-11 09:00:00,13.070601891093471,77.62333006290415,96,Main Road,Bike,171,3.5257731958762886
2025-01-11 10:00:00,12.958889778413917,77.65930745819524,72,Service Road,Car,8,0.3287671232876712
2025-01-11 11:00:00,12.977019545720385,77.59630447030251,76,Service Road,Bike,23,0.8961038961038961
2025-01-11 12:00:00,13.070227334303372,77.52346163779248,13,Highway,Car,106,7.571428571428571
2025-01-11 13:00:00,12.963384401031256,77.52503715844051,67,Service Road,Truck,177,7.8088235294117645
2025-01-11 14:00:00,12.933898549337218,77.6371130574458,34,Service Road,Car,175,15.0
2025-01-11 15:00:00,13.01136025249167,77.58606117897989,56,Service Road,Bike,145,7.631578947368421
2025-01-11 16:00:00,13.087230954832156,77.54010494534006,47,Service Road,Bike,145,9.0625
2025-01-11 17:00:00,13.039205959334994,77.5983189093483,24,Main Road,Truck,192,15.36
2025-01-11 18:00:00,13.014012234017873,77.51284178741503,72,Highway,Car,189,2.589041095890411
2025-01-11 19:00:00,12.919435298754154,77.61639428038288,30,Highway,Truck,90,2.903225806451613
2025-01-11 20:00:00,13.023001445339833,77.55379868088703,66,Main Road,Truck,56,1.671641791044776
2025-01-11 21:00:00,13.098010770020853,77.65951182012743,62,Service Road,Bike,115,5.476190476190476
2025-01-11 22:00:00,12.928016803047305,77.56207239178471,55,Main Road,Car,185,6.607142857142857
2025-01-11 23:00:00,13.003665930472748,77.59104402981636,23,Service Road,Car,113,14.125
2025-01-12 00:00:00,13.075474614385591,77.50232410798162,85,Main Road,Car,90,2.0930232558139537
2025-01-12 01:00:00,13.048153723550842,77.51448937755892,26,Highway,Car,47,1.7407407407407407
2025-01-12 02:00:00,13.039403148199053,77.57849871128134,48,Highway,Truck,46,0.9387755102040817
2025-01-12 03:00:00,13.040496816797422,77.59598776694342,18,Highway,Truck,94,4.947368421052632
2025-01-12 04:00:00,12.971898230243951,77.62000410962386,86,Service Road,Bike,119,4.103448275862069
2025-01-12 05:00:00,12.9587183688529,77.55833251574187,88,Service Road,Truck,30,1.0112359550561798
2025-01-12 06:00:00,13.061872231095702,77.63899637722531,91,Main Road,Truck,155,3.369565217391304
2025-01-12 07:00:00,13.062022678935836,77.67202447943784,15,Main Road,Bike,47,5.875
2025-01-12 08:00:00,13.07341446371602,77.65597019777867,32,Highway,Bike,81,2.4545454545454546
2025-01-12 09:00:00,13.082648110511293,77.50792376506968,68,Service Road,Bike,160,6.9565217391304355
2025-01-12 10:00:00,13.002268479772187,77.59610138945156,55,Main Road,Truck,141,5.035714285714286
2025-01-12 11:00:00,13.00030325893744,77.52098603568363,47,Service Road,Truck,24,1.5
2025-01-12 12:00:00,13.059659035793354,77.54840900317251,23,Service Road,Bike,188,23.5
2025-01-12 13:00:00,13.029992786155553,77.69733251865343,81,Highway,Bike,43,0.524390243902439
2025-01-12 14:00:00,13.04039337545154,77.5284991085803,71,Highway,Bike,183,2.5416666666666665
2025-01-12 15:00:00,13.05915853388722,77.59977763069027,44,Service Road,Truck,16,1.0666666666666667
2025-01-12 16:00:00,13.078001068363513,77.62363114686363,28,Service Road,Truck,187,19.344827586206897
2025-01-12 17:00:00,12.967599031370307,77.64049299410883,39,Service Road,Car,15,1.125
2025-01-12 18:00:00,12.975116590527989,77.61192973669739,87,Service Road,Truck,158,5.386363636363637
